NUMBER_OF_SALES,NUMBER_OF_UNIQUE_PRODUCT,NUMBER_OF_SHOPS,STORE_LOCATION,PRODUCT_DETAIL,PRODUCT_CATEGORY,PRODUCT_TYPE,PURCHASE_DATE,DAY_NAME,MONTH_NAME,DAY_OF_MONTH,MONTH_ID,YEAR,HOUR_OF_DAY,AVG_REVENUE,TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,TRANSACTIONS,TIME_BUCKETS,DAY_CLASSIFICATION
2,1,1,Lower Manhattan,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-11,Thu,May,11,202305,2023,8,11,11.25,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-11,Thu,May,11,202305,2023,9,5,4.50,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Ginger Biscotti,Bakery,Biscotti,2023-05-11,Thu,May,11,202305,2023,11,4,3.50,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-11,Thu,May,11,202305,2023,11,5,4.50,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-05-11,Thu,May,11,202305,2023,12,5,5.10,2,1,Afternoon,Weekday
2,1,1,Astoria,Espresso shot,Coffee,Barista Espresso,2023-05-11,Thu,May,11,202305,2023,14,9,9.00,3,2,Afternoon,Weekday
2,1,1,Astoria,Hazelnut syrup,Flavours,Regular syrup,2023-05-11,Thu,May,11,202305,2023,16,2,2.40,3,2,Evening,Weekday
1,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-11,Thu,May,11,202305,2023,16,2,2.20,1,1,Evening,Weekday
1,1,1,Astoria,Espresso shot,Coffee,Barista Espresso,2023-05-11,Thu,May,11,202305,2023,19,6,6.00,2,1,Evening,Weekday
1,1,1,Lower Manhattan,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-12,Fri,May,12,202305,2023,6,4,3.50,1,1,Morning,Weekday
2,1,1,Lower Manhattan,Hazelnut syrup,Flavours,Regular syrup,2023-05-12,Fri,May,12,202305,2023,6,4,4.00,5,2,Morning,Weekday
2,1,1,Astoria,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-05-12,Fri,May,12,202305,2023,7,12,12.00,4,2,Morning,Weekday
2,1,1,Astoria,Espresso Roast,Coffee beans,Espresso Beans,2023-05-12,Fri,May,12,202305,2023,8,30,29.50,2,2,Morning,Weekday
4,1,1,Hell's Kitchen,Lemon Grass Lg,Tea,Brewed herbal tea,2023-05-12,Fri,May,12,202305,2023,9,21,21.00,7,4,Morning,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-05-12,Fri,May,12,202305,2023,15,5,5.00,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-05-12,Fri,May,12,202305,2023,16,6,6.00,2,1,Evening,Weekday
2,1,1,Hell's Kitchen,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-12,Fri,May,12,202305,2023,17,15,15.00,4,2,Evening,Weekday
1,1,1,Lower Manhattan,Brazilian Rg,Coffee,Organic brewed coffee,2023-05-12,Fri,May,12,202305,2023,17,3,3.00,1,1,Evening,Weekday
2,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-05-13,Sat,May,13,202305,2023,7,8,7.50,2,2,Morning,Weekend
1,1,1,Lower Manhattan,Ginger Scone,Bakery,Scone,2023-05-13,Sat,May,13,202305,2023,7,3,3.25,1,1,Morning,Weekend
3,1,1,Lower Manhattan,Peppermint Lg,Tea,Brewed herbal tea,2023-05-13,Sat,May,13,202305,2023,7,12,12.00,4,3,Morning,Weekend
3,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-05-13,Sat,May,13,202305,2023,9,12,12.00,4,3,Morning,Weekend
7,1,1,Hell's Kitchen,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-05-13,Sat,May,13,202305,2023,9,25,25.00,10,7,Morning,Weekend
1,1,1,Hell's Kitchen,Peppermint Rg,Tea,Brewed herbal tea,2023-05-13,Sat,May,13,202305,2023,9,5,5.00,2,1,Morning,Weekend
3,1,1,Lower Manhattan,Carmel syrup,Flavours,Regular syrup,2023-05-13,Sat,May,13,202305,2023,9,3,3.20,4,3,Morning,Weekend
1,1,1,Astoria,Ginger Biscotti,Bakery,Biscotti,2023-05-13,Sat,May,13,202305,2023,10,4,3.50,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Lemon Grass Lg,Tea,Brewed herbal tea,2023-05-13,Sat,May,13,202305,2023,10,6,6.00,2,1,Morning,Weekend
6,1,1,Hell's Kitchen,English Breakfast Rg,Tea,Brewed Black tea,2023-05-13,Sat,May,13,202305,2023,10,25,25.00,10,6,Morning,Weekend
3,1,1,Hell's Kitchen,Espresso shot,Coffee,Barista Espresso,2023-05-13,Sat,May,13,202305,2023,10,18,18.00,6,3,Morning,Weekend
3,1,1,Lower Manhattan,Earl Grey Rg,Tea,Brewed Black tea,2023-05-13,Sat,May,13,202305,2023,11,15,15.00,6,3,Morning,Weekend
2,1,1,Astoria,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-13,Sat,May,13,202305,2023,12,6,6.00,3,2,Afternoon,Weekend
1,1,1,Lower Manhattan,Brazilian Lg,Coffee,Organic brewed coffee,2023-05-13,Sat,May,13,202305,2023,13,4,3.50,1,1,Afternoon,Weekend
3,1,1,Astoria,Peppermint Rg,Tea,Brewed herbal tea,2023-05-13,Sat,May,13,202305,2023,15,15,15.00,6,3,Afternoon,Weekend
2,1,1,Hell's Kitchen,Brazilian Rg,Coffee,Organic brewed coffee,2023-05-12,Fri,May,12,202305,2023,14,9,9.00,3,2,Afternoon,Weekday
1,1,1,Lower Manhattan,Peppermint,Loose Tea,Herbal tea,2023-05-13,Sat,May,13,202305,2023,16,9,8.95,1,1,Evening,Weekend
1,1,1,Hell's Kitchen,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-05-13,Sat,May,13,202305,2023,16,7,7.00,2,1,Evening,Weekend
1,1,1,Lower Manhattan,Brazilian Lg,Coffee,Organic brewed coffee,2023-05-13,Sat,May,13,202305,2023,16,7,7.00,2,1,Evening,Weekend
1,1,1,Hell's Kitchen,Almond Croissant,Bakery,Pastry,2023-05-13,Sat,May,13,202305,2023,16,4,3.75,1,1,Evening,Weekend
1,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-05-13,Sat,May,13,202305,2023,17,3,2.50,1,1,Evening,Weekend
2,1,1,Hell's Kitchen,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-05-13,Sat,May,13,202305,2023,17,16,16.00,4,2,Evening,Weekend
2,1,1,Lower Manhattan,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-13,Sat,May,13,202305,2023,17,9,8.80,4,2,Evening,Weekend
1,1,1,Hell's Kitchen,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-05-13,Sat,May,13,202305,2023,17,6,6.20,2,1,Evening,Weekend
4,1,1,Hell's Kitchen,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-14,Sun,May,14,202305,2023,8,19,18.60,6,4,Morning,Weekend
2,1,1,Hell's Kitchen,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-14,Sun,May,14,202305,2023,8,6,6.00,3,2,Morning,Weekend
1,1,1,Astoria,Lemon Grass Lg,Tea,Brewed herbal tea,2023-05-14,Sun,May,14,202305,2023,9,6,6.00,2,1,Morning,Weekend
3,1,1,Astoria,Ginger Scone,Bakery,Scone,2023-05-14,Sun,May,14,202305,2023,10,10,9.75,3,3,Morning,Weekend
2,1,1,Hell's Kitchen,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-14,Sun,May,14,202305,2023,15,14,13.50,3,2,Afternoon,Weekend
1,1,1,Astoria,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-05-14,Sun,May,14,202305,2023,17,3,2.55,1,1,Evening,Weekend
1,1,1,Hell's Kitchen,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-05-15,Mon,May,15,202305,2023,6,6,6.00,2,1,Morning,Weekday
1,1,1,Astoria,English Breakfast Rg,Tea,Brewed Black tea,2023-05-15,Mon,May,15,202305,2023,7,5,5.00,2,1,Morning,Weekday
3,1,1,Astoria,Espresso shot,Coffee,Barista Espresso,2023-05-15,Mon,May,15,202305,2023,7,12,12.00,4,3,Morning,Weekday
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-05-15,Mon,May,15,202305,2023,7,4,3.75,1,1,Morning,Weekday
1,1,1,Astoria,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-05-15,Mon,May,15,202305,2023,8,3,3.10,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Oatmeal Scone,Bakery,Scone,2023-05-15,Mon,May,15,202305,2023,8,6,6.00,2,2,Morning,Weekday
2,1,1,Astoria,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-15,Mon,May,15,202305,2023,8,6,6.00,3,2,Morning,Weekday
1,1,1,Astoria,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-05-15,Mon,May,15,202305,2023,9,5,5.00,2,1,Morning,Weekday
2,1,1,Astoria,Cappuccino,Coffee,Barista Espresso,2023-05-15,Mon,May,15,202305,2023,9,11,11.25,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,2023-05-15,Mon,May,15,202305,2023,10,2,1.60,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-15,Mon,May,15,202305,2023,10,4,3.75,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Primo Espresso Roast,Coffee beans,Espresso Beans,2023-05-15,Mon,May,15,202305,2023,10,20,20.45,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,English Breakfast Lg,Tea,Brewed Black tea,2023-05-15,Mon,May,15,202305,2023,11,12,12.00,4,2,Morning,Weekday
2,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-05-15,Mon,May,15,202305,2023,11,8,7.50,3,2,Morning,Weekday
1,1,1,Lower Manhattan,English Breakfast Lg,Tea,Brewed Black tea,2023-05-15,Mon,May,15,202305,2023,14,6,6.00,2,1,Afternoon,Weekday
3,1,1,Astoria,Lemon Grass Rg,Tea,Brewed herbal tea,2023-05-15,Mon,May,15,202305,2023,17,10,10.00,4,3,Evening,Weekday
1,1,1,Hell's Kitchen,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-15,Mon,May,15,202305,2023,17,5,4.50,1,1,Evening,Weekday
2,1,1,Astoria,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-05-15,Mon,May,15,202305,2023,17,6,6.20,2,2,Evening,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-05-15,Mon,May,15,202305,2023,18,8,7.50,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Latte Rg,Coffee,Barista Espresso,2023-05-15,Mon,May,15,202305,2023,19,9,8.50,2,1,Evening,Weekday
2,1,1,Astoria,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-15,Mon,May,15,202305,2023,19,12,12.40,4,2,Evening,Weekday
1,1,1,Lower Manhattan,Chocolate Croissant,Bakery,Pastry,2023-05-16,Tue,May,16,202305,2023,6,4,3.75,1,1,Morning,Weekday
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-05-16,Tue,May,16,202305,2023,8,4,3.75,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Latte Rg,Coffee,Barista Espresso,2023-05-16,Tue,May,16,202305,2023,8,4,4.25,1,1,Morning,Weekday
1,1,1,Astoria,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-16,Tue,May,16,202305,2023,8,4,4.00,2,1,Morning,Weekday
3,1,1,Astoria,Brazilian Sm,Coffee,Organic brewed coffee,2023-05-16,Tue,May,16,202305,2023,9,9,8.80,4,3,Morning,Weekday
2,1,1,Lower Manhattan,Ouro Brasileiro shot,Coffee,Barista Espresso,2023-05-16,Tue,May,16,202305,2023,9,9,9.00,3,2,Morning,Weekday
4,1,1,Hell's Kitchen,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-16,Tue,May,16,202305,2023,10,15,15.00,6,4,Morning,Weekday
2,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-05-16,Tue,May,16,202305,2023,10,9,9.00,3,2,Morning,Weekday
3,1,1,Astoria,Chocolate syrup,Flavours,Regular syrup,2023-05-16,Tue,May,16,202305,2023,10,3,3.20,4,3,Morning,Weekday
2,1,1,Astoria,Brazilian Lg,Coffee,Organic brewed coffee,2023-05-16,Tue,May,16,202305,2023,13,14,14.00,4,2,Afternoon,Weekday
1,1,1,Hell's Kitchen,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-16,Tue,May,16,202305,2023,16,3,2.50,1,1,Evening,Weekday
1,1,1,Astoria,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-05-16,Tue,May,16,202305,2023,17,6,6.00,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-16,Tue,May,16,202305,2023,18,4,4.40,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,English Breakfast Lg,Tea,Brewed Black tea,2023-05-17,Wed,May,17,202305,2023,7,3,3.00,1,1,Morning,Weekday
3,1,1,Lower Manhattan,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-05-17,Wed,May,17,202305,2023,7,12,12.00,4,3,Morning,Weekday
1,1,1,Lower Manhattan,I Need My Bean! Diner mug,Branded,Housewares,2023-05-17,Wed,May,17,202305,2023,8,12,12.00,1,1,Morning,Weekday
3,1,1,Astoria,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-17,Wed,May,17,202305,2023,9,27,27.00,6,3,Morning,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-17,Wed,May,17,202305,2023,9,9,9.30,3,1,Morning,Weekday
2,1,1,Hell's Kitchen,Jumbo Savory Scone,Bakery,Scone,2023-04-17,Mon,Apr,17,202304,2023,7,8,7.50,2,2,Morning,Weekday
2,1,1,Astoria,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-04-18,Tue,Apr,18,202304,2023,10,5,5.00,2,2,Morning,Weekday
1,1,1,Hell's Kitchen,Chocolate syrup,Flavours,Regular syrup,2023-04-18,Tue,Apr,18,202304,2023,17,1,0.80,1,1,Evening,Weekday
1,1,1,Astoria,Scottish Cream Scone ,Bakery,Scone,2023-04-23,Sun,Apr,23,202304,2023,14,5,4.50,1,1,Afternoon,Weekend
1,1,1,Astoria,Brazilian Lg,Coffee,Organic brewed coffee,2023-04-24,Mon,Apr,24,202304,2023,14,4,3.50,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea,Loose Tea,Green tea,2023-04-25,Tue,Apr,25,202304,2023,15,9,9.25,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-04-27,Thu,Apr,27,202304,2023,10,6,6.00,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-04-29,Sat,Apr,29,202304,2023,14,5,4.90,2,1,Afternoon,Weekend
2,1,1,Astoria,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-04-30,Sun,Apr,30,202304,2023,7,10,9.50,2,2,Morning,Weekend
1,1,1,Hell's Kitchen,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-05-02,Tue,May,2,202305,2023,14,3,3.00,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-05-03,Wed,May,3,202305,2023,12,3,2.50,1,1,Afternoon,Weekday
2,1,1,Hell's Kitchen,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-05-03,Wed,May,3,202305,2023,16,12,12.00,4,2,Evening,Weekday
1,1,1,Lower Manhattan,Lemon Grass Rg,Tea,Brewed herbal tea,2023-05-03,Wed,May,3,202305,2023,17,5,5.00,2,1,Evening,Weekday
4,1,1,Astoria,Cappuccino Lg,Coffee,Barista Espresso,2023-05-03,Wed,May,3,202305,2023,18,26,25.50,6,4,Evening,Weekday
2,1,1,Lower Manhattan,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-04,Thu,May,4,202305,2023,15,14,13.50,3,2,Afternoon,Weekday
3,1,1,Lower Manhattan,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-05-04,Thu,May,4,202305,2023,15,10,10.00,4,3,Afternoon,Weekday
1,1,1,Lower Manhattan,Ginger Biscotti,Bakery,Biscotti,2023-05-04,Thu,May,4,202305,2023,18,4,3.50,1,1,Evening,Weekday
1,1,1,Astoria,Brazilian Sm,Coffee,Organic brewed coffee,2023-05-04,Thu,May,4,202305,2023,19,4,4.40,2,1,Evening,Weekday
2,1,1,Astoria,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-05,Fri,May,5,202305,2023,13,8,8.00,4,2,Afternoon,Weekday
1,1,1,Lower Manhattan,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-05,Fri,May,5,202305,2023,15,5,4.50,1,1,Afternoon,Weekday
2,1,1,Hell's Kitchen,English Breakfast Lg,Tea,Brewed Black tea,2023-05-05,Fri,May,5,202305,2023,17,6,6.00,2,2,Evening,Weekday
1,1,1,Hell's Kitchen,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-05-06,Sat,May,6,202305,2023,8,6,6.00,2,1,Morning,Weekend
2,1,1,Lower Manhattan,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-07,Sun,May,7,202305,2023,10,6,6.00,3,2,Morning,Weekend
1,1,1,Hell's Kitchen,English Breakfast Lg,Tea,Brewed Black tea,2023-05-08,Mon,May,8,202305,2023,6,3,3.00,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,English Breakfast Lg,Tea,Brewed Black tea,2023-05-08,Mon,May,8,202305,2023,9,3,3.00,1,1,Morning,Weekday
3,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-05-09,Tue,May,9,202305,2023,7,15,15.00,4,3,Morning,Weekday
1,1,1,Hell's Kitchen,Latte,Coffee,Barista Espresso,2023-05-09,Tue,May,9,202305,2023,8,8,7.50,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Chocolate Croissant,Bakery,Pastry,2023-05-10,Wed,May,10,202305,2023,9,8,7.50,2,2,Morning,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-10,Wed,May,10,202305,2023,11,4,4.00,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-05-10,Wed,May,10,202305,2023,14,4,4.00,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-11,Thu,May,11,202305,2023,7,4,3.50,1,1,Morning,Weekday
1,1,1,Astoria,Latte Rg,Coffee,Barista Espresso,2023-05-11,Thu,May,11,202305,2023,9,9,8.50,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,English Breakfast Rg,Tea,Brewed Black tea,2023-05-11,Thu,May,11,202305,2023,16,5,5.00,2,1,Evening,Weekday
1,1,1,Astoria,Latte Rg,Coffee,Barista Espresso,2023-05-12,Fri,May,12,202305,2023,10,4,4.25,1,1,Morning,Weekday
2,1,1,Astoria,Carmel syrup,Flavours,Regular syrup,2023-05-12,Fri,May,12,202305,2023,16,2,2.40,3,2,Evening,Weekday
3,1,1,Lower Manhattan,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-13,Sat,May,13,202305,2023,7,12,12.25,5,3,Morning,Weekend
3,1,1,Astoria,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-05-13,Sat,May,13,202305,2023,9,12,12.00,4,3,Morning,Weekend
1,1,1,Lower Manhattan,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-13,Sat,May,13,202305,2023,9,5,4.90,2,1,Morning,Weekend
4,1,1,Lower Manhattan,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-05-14,Sun,May,14,202305,2023,10,19,18.75,5,4,Morning,Weekend
2,1,1,Lower Manhattan,Chocolate syrup,Flavours,Regular syrup,2023-05-15,Mon,May,15,202305,2023,10,2,2.40,3,2,Morning,Weekday
1,1,1,Astoria,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-05-15,Mon,May,15,202305,2023,11,4,3.75,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-05-15,Mon,May,15,202305,2023,15,3,2.50,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Latte Rg,Coffee,Barista Espresso,2023-05-16,Tue,May,16,202305,2023,12,9,8.50,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-16,Tue,May,16,202305,2023,14,2,2.45,1,1,Afternoon,Weekday
2,1,1,Astoria,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-05-16,Tue,May,16,202305,2023,17,14,14.25,3,2,Evening,Weekday
1,1,1,Lower Manhattan,Latte,Coffee,Barista Espresso,2023-05-15,Mon,May,15,202305,2023,8,4,3.75,1,1,Morning,Weekday
2,1,1,Astoria,Peppermint Lg,Tea,Brewed herbal tea,2023-05-17,Wed,May,17,202305,2023,10,12,12.00,4,2,Morning,Weekday
1,1,1,Astoria,Chocolate Croissant,Bakery,Pastry,2023-05-17,Wed,May,17,202305,2023,10,4,3.75,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-04-24,Mon,Apr,24,202304,2023,16,8,7.50,3,1,Evening,Weekday
1,1,1,Lower Manhattan,I Need My Bean! Latte cup,Branded,Housewares,2023-05-17,Wed,May,17,202305,2023,14,14,14.00,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Chocolate syrup,Flavours,Regular syrup,2023-05-17,Wed,May,17,202305,2023,14,1,0.80,1,1,Afternoon,Weekday
1,1,1,Astoria,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,2023-05-17,Wed,May,17,202305,2023,15,7,7.00,2,1,Afternoon,Weekday
3,1,1,Hell's Kitchen,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-05-17,Wed,May,17,202305,2023,16,13,12.50,5,3,Evening,Weekday
1,1,1,Lower Manhattan,English Breakfast Lg,Tea,Brewed Black tea,2023-05-17,Wed,May,17,202305,2023,18,6,6.00,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Oatmeal Scone,Bakery,Scone,2023-05-18,Thu,May,18,202305,2023,7,3,3.00,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Cappuccino Lg,Coffee,Barista Espresso,2023-05-18,Thu,May,18,202305,2023,8,13,12.75,3,2,Morning,Weekday
1,1,1,Lower Manhattan,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,2023-05-18,Thu,May,18,202305,2023,8,2,1.60,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Espresso Roast,Coffee beans,Espresso Beans,2023-05-18,Thu,May,18,202305,2023,9,15,14.75,1,1,Morning,Weekday
4,1,1,Hell's Kitchen,Ouro Brasileiro shot,Coffee,Barista Espresso,2023-05-18,Thu,May,18,202305,2023,9,11,11.40,5,4,Morning,Weekday
2,1,1,Hell's Kitchen,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-18,Thu,May,18,202305,2023,9,12,12.40,4,2,Morning,Weekday
2,1,1,Lower Manhattan,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-18,Thu,May,18,202305,2023,9,7,7.00,2,2,Morning,Weekday
1,1,1,Lower Manhattan,Lemon Grass Rg,Tea,Brewed herbal tea,2023-05-18,Thu,May,18,202305,2023,9,3,2.50,1,1,Morning,Weekday
3,1,1,Astoria,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,2023-05-18,Thu,May,18,202305,2023,10,5,4.80,6,3,Morning,Weekday
1,1,1,Hell's Kitchen,English Breakfast Rg,Tea,Brewed Black tea,2023-05-18,Thu,May,18,202305,2023,10,3,2.50,1,1,Morning,Weekday
2,1,1,Lower Manhattan,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-18,Thu,May,18,202305,2023,10,7,6.60,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-05-18,Thu,May,18,202305,2023,11,3,3.00,1,1,Morning,Weekday
1,1,1,Astoria,Peppermint Lg,Tea,Brewed herbal tea,2023-05-18,Thu,May,18,202305,2023,11,3,3.00,1,1,Morning,Weekday
1,1,1,Astoria,Chocolate syrup,Flavours,Regular syrup,2023-05-18,Thu,May,18,202305,2023,14,1,0.80,1,1,Afternoon,Weekday
1,1,1,Astoria,Croissant,Bakery,Pastry,2023-05-18,Thu,May,18,202305,2023,15,4,3.50,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-18,Thu,May,18,202305,2023,15,4,3.75,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Hazelnut Biscotti,Bakery,Biscotti,2023-05-18,Thu,May,18,202305,2023,15,3,3.25,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-05-18,Thu,May,18,202305,2023,17,7,7.00,2,1,Evening,Weekday
2,1,1,Hell's Kitchen,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-05-18,Thu,May,18,202305,2023,17,8,7.50,2,2,Evening,Weekday
2,1,1,Lower Manhattan,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-05-18,Thu,May,18,202305,2023,18,6,6.00,2,2,Evening,Weekday
1,1,1,Lower Manhattan,Cappuccino,Coffee,Barista Espresso,2023-05-19,Fri,May,19,202305,2023,6,8,7.50,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-05-19,Fri,May,19,202305,2023,6,3,2.50,1,1,Morning,Weekday
3,1,1,Astoria,Lemon Grass Rg,Tea,Brewed herbal tea,2023-05-19,Fri,May,19,202305,2023,7,15,15.00,6,3,Morning,Weekday
1,1,1,Hell's Kitchen,I Need My Bean! Latte cup,Branded,Housewares,2023-05-19,Fri,May,19,202305,2023,7,14,14.00,1,1,Morning,Weekday
1,1,1,Astoria,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,2023-05-19,Fri,May,19,202305,2023,7,7,7.00,2,1,Morning,Weekday
2,1,1,Lower Manhattan,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-05-19,Fri,May,19,202305,2023,7,12,12.00,3,2,Morning,Weekday
5,1,1,Hell's Kitchen,Chocolate Croissant,Bakery,Pastry,2023-05-19,Fri,May,19,202305,2023,7,19,18.75,5,5,Morning,Weekday
